Genotype,Spore_level,Plate,Animal,Sex,Technical_Replicate,Flourometry_Reading,Length_mm,Size_mm2,Final_length_mm,Final_Size_mm2,Total_Growth,Infected_Uninfected,Susceptible,Infected,Spores_ul,Total_Fecundity,Control_Number,Control_Technical_Replicate,Control_Flour_Reading,USE_Control_Flour_Reading,Plate_Control,Sample,TimeTillDeathDays,Censured,Growth,Age_1st_clutch,Individual_ID,Control_mean,fr_sw
Standard,300,STD_300,10,F,2,37033,1.114,1.2401,1.4592,2.12926464,0.8892,Infected,0,1,81.10652353,4,NA,NA,NA,NA,NA,3,14,0,0.03456,12,Standard_300_10,41108.11111111111,0.14913720804220637
Standard,300,STD_300,11,F,1,35007,1.325,1.7551,1.5168,2.30068224,0.5456,Infected,0,1,101.6017607,3,NA,NA,NA,NA,NA,1,14,0,0.0192,12,Standard_300_11,41108.11111111111,0.2295105873919155
Standard,300,STD_300,11,F,2,38863,1.325,1.7551,1.5168,2.30068224,0.5456,Infected,0,1,101.6017607,3,NA,NA,NA,NA,NA,1,14,0,0.0192,12,Standard_300_11,41108.11111111111,0.08023258784434575
Standard,300,STD_300,12,F,1,41534,1.267,1.6058,1.5168,2.30068224,0.6949,Infected,0,1,93.03843762,4,NA,NA,NA,NA,NA,2,14,0,0.02496,11,Standard_300_12,41108.11111111111,-0.01472416607766634
Standard,300,STD_300,12,F,2,38994,1.267,1.6058,1.5168,2.30068224,0.6949,Infected,0,1,93.03843762,4,NA,NA,NA,NA,NA,2,14,0,0.02496,11,Standard_300_12,41108.11111111111,0.07542523503736279
Standard,300,STD_300,13,F,1,40160,0.96,0.9216,1.056,1.115136,0.1935,Infected,0,1,16.53971557,0,NA,NA,NA,NA,NA,2,14,0,0.0096,NA,Standard_300_13,41108.11111111111,0.03333425326135305
Standard,300,STD_300,13,F,2,42182,0.96,0.9216,1.056,1.115136,0.1935,Infected,0,1,16.53971557,0,NA,NA,NA,NA,NA,2,14,0,0.0096,NA,Standard_300_13,41108.11111111111,-0.03684019585286004
Standard,300,STD_300,14,F,1,37552,1.133,1.2832,1.4208,2.01867264,0.7354,Infected,0,1,48.95070423,7,NA,NA,NA,NA,NA,2,14,0,0.0288,13,Standard_300_14,41108.11111111111,0.12925544793964727
Standard,300,STD_300,14,F,2,37812,1.133,1.2832,1.4208,2.01867264,0.7354,Infected,0,1,48.95070423,7,NA,NA,NA,NA,NA,2,14,0,0.0288,13,Standard_300_14,41108.11111111111,0.11939848586183285
Standard,300,STD_300,15,F,1,38832,1.152,1.3271,1.5168,2.30068224,0.9736,Infected,0,1,111.3961481,4,NA,NA,NA,NA,NA,2,14,0,0.03648,13,Standard_300_15,41108.11111111111,0.08137257668882163
Standard,300,STD_300,15,F,2,47207,1.152,1.3271,1.5168,2.30068224,0.9736,Infected,0,1,111.3961481,4,NA,NA,NA,NA,NA,2,14,0,0.03648,13,Standard_300_15,41108.11111111111,-0.19762390573388963
Standard,300,STD_300,17,F,1,39897,1.382,1.911,1.536,2.359296,0.4483,Infected,0,1,53.04729322,10,NA,NA,NA,NA,NA,2,14,0,0.01536,7,Standard_300_17,41108.11111111111,0.042720456524692904
Standard,300,STD_300,17,F,2,42702,1.382,1.911,1.536,2.359296,0.4483,Infected,0,1,53.04729322,10,NA,NA,NA,NA,NA,2,14,0,0.01536,7,Standard_300_17,41108.11111111111,-0.0543432926839546
Standard,300,STD_300,18,F,1,42344,1.248,1.5575,1.5168,2.30068224,0.7432,Infected,0,1,80.92003149,3,NA,NA,NA,NA,NA,2,NA,NA,0.02688,13,Standard_300_18,41108.11111111111,-0.04231611698466516
Standard,300,STD_300,18,F,2,39925,1.248,1.5575,1.5168,2.30068224,0.7432,Infected,0,1,80.92003149,3,NA,NA,NA,NA,NA,2,NA,NA,0.02688,13,Standard_300_18,41108.11111111111,0.04171822652192106
Standard,300,STD_300,20,F,1,36800,1.344,1.8063,1.536,2.359296,0.553,Infected,0,1,82.55818744,6,NA,NA,NA,NA,NA,2,14,0,0.0192,11,Standard_300_20,41108.11111111111,0.15815372498790792
Standard,300,STD_300,20,F,2,36415,1.344,1.8063,1.536,2.359296,0.553,Infected,0,1,82.55818744,6,NA,NA,NA,NA,NA,2,14,0,0.0192,11,Standard_300_20,41108.11111111111,0.17317810713791768
Standard,300,STD_300,21,F,1,41081,1.094,1.1977,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Standard_300_21,41108.11111111111,9.424645092591878e-4
Standard,300,STD_300,21,F,2,50552,1.094,1.1977,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Standard_300_21,41108.11111111111,-0.2954243668639047
Standard,300,STD_300,22,F,1,38619,1.152,1.3271,1.536,2.359296,1.0322,Infected,0,1,73.69714476,9,NA,NA,NA,NA,NA,3,14,0,0.0384,NA,Standard_300_22,41108.11111111111,0.08923009902973396
Standard,300,STD_300,22,F,2,39497,1.152,1.3271,1.536,2.359296,1.0322,Infected,0,1,73.69714476,9,NA,NA,NA,NA,NA,3,14,0,0.0384,NA,Standard_300_22,41108.11111111111,0.057115332872474826
Standard,300,STD_300,23,F,1,38514,1.248,1.5575,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Standard_300_23,41108.11111111111,0.09311948729817804
Standard,300,STD_300,23,F,2,33940,1.248,1.5575,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Standard_300_23,41108.11111111111,0.2737302755147723
Standard,300,STD_300,24,F,1,43156,1.171,1.3717,1.632,2.663424,1.2917,Infected,0,1,78.82289197,4,NA,NA,NA,NA,NA,3,14,0,0.04608,19,Standard_300_24,41108.11111111111,-0.06945143574667556
Standard,300,STD_300,24,F,2,39246,1.171,1.3717,1.632,2.663424,1.2917,Infected,0,1,78.82289197,4,NA,NA,NA,NA,NA,3,14,0,0.04608,19,Standard_300_24,41108.11111111111,0.06622274922755728
Standard,300,STD_300,25,F,1,39525,1.114,1.2401,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,2,1,NA,NA,Standard_300_25,41108.11111111111,0.05610295652983574
Standard,300,STD_300,25,F,2,38759,1.114,1.2401,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,2,1,NA,NA,Standard_300_25,41108.11111111111,0.0840606653861104
Standard,300,STD_300,26,F,1,38255,1.114,1.2401,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,4,1,NA,NA,Standard_300_26,41108.11111111111,0.10275883140372223
Standard,300,STD_300,26,F,2,43746,1.114,1.2401,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,4,1,NA,NA,Standard_300_26,41108.11111111111,-0.08884961055132493
Standard,300,STD_300,27,F,1,35290,1.229,1.5099,1.5552,2.41864704,0.9087,Infected,0,1,110.9251235,5,NA,NA,NA,NA,NA,3,14,0,0.03264,15,Standard_300_27,41108.11111111111,0.2180083071132029
Standard,300,STD_300,27,F,2,40445,1.229,1.5099,1.5552,2.41864704,0.9087,Infected,0,1,110.9251235,5,NA,NA,NA,NA,NA,3,14,0,0.03264,15,Standard_300_27,41108.11111111111,0.023232037423578433
Standard,300,STD_300,28,F,1,41139,1.229,1.5099,1.6128,2.60112384,1.0912,Infected,0,1,53.64416854,9,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,Standard_300_28,41108.11111111111,-0.0010730343134369275
Standard,300,STD_300,28,F,2,40996,1.229,1.5099,1.6128,2.60112384,1.0912,Infected,0,1,53.64416854,9,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,Standard_300_28,41108.11111111111,0.0039013595672918507
Standard,300,STD_300,30,F,1,41599,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,1,NA,NA,Standard_300_30,41108.11111111111,-0.016958108357614122
Standard,300,STD_300,30,F,2,41376,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,1,NA,NA,Standard_300_30,41108.11111111111,-0.009279357032894554
A45,0,A45_0,1,F,1,44350,1.152,1.3271,1.6512,2.72646144,1.3994,Control,1,0,0,3,NA,NA,NA,NA,NA,1,14,0,0.04992,15,A45_0_1,43216.75,-0.03697793881781274
A45,0,A45_0,1,F,2,42080,1.152,1.3271,1.6512,2.72646144,1.3994,Control,1,0,0,3,NA,NA,NA,NA,NA,1,14,0,0.04992,15,A45_0_1,43216.75,0.03807940450523596
A45,0,A45_0,2,F,1,40671,1.229,1.5099,NA,NA,NA,Control,1,0,0,0,NA,NA,NA,NA,NA,NA,2,1,NA,NA,A45_0_2,43216.75,0.08673263402536803
A45,0,A45_0,2,F,2,37510,1.229,1.5099,NA,NA,NA,Control,1,0,0,0,NA,NA,NA,NA,NA,NA,2,1,NA,NA,A45_0_2,43216.75,0.20231512498474802
A45,0,A45_0,3,F,1,43766,1.19,1.4171,NA,NA,NA,Control,1,0,0,0,NA,NA,NA,NA,NA,NA,2,1,NA,NA,A45_0_3,43216.75,-0.018041583784355344
A45,0,A45_0,3,F,2,39154,1.19,1.4171,NA,NA,NA,Control,1,0,0,0,NA,NA,NA,NA,NA,NA,2,1,NA,NA,A45_0_3,43216.75,0.1410365188982409
A45,0,A45_0,4,F,1,45007,1.094,1.1977,1.632,2.663424,1.4657,Control,1,0,0,2,NA,NA,NA,NA,NA,1,14,0,0.05376,19,A45_0_4,43216.75,-0.05798554520749262
A45,0,A45_0,4,F,2,44379,1.094,1.1977,1.632,2.663424,1.4657,Control,1,0,0,2,NA,NA,NA,NA,NA,1,14,0,0.05376,19,A45_0_4,43216.75,-0.03791176142155563
A45,0,A45_0,5,F,1,41194,1.286,1.6548,1.5744,2.47873536,0.8239,Control,1,0,0,0,NA,NA,NA,NA,NA,1,14,0,0.0288,NA,A45_0_5,43216.75,0.06847933842976234
A45,0,A45_0,5,F,2,37780,1.286,1.6548,1.5744,2.47873536,0.8239,Control,1,0,0,0,NA,NA,NA,NA,NA,1,14,0,0.0288,NA,A45_0_5,43216.75,0.19206898501393724
A45,0,A45_0,6,F,1,53879,NA,NA,NA,NA,0,Control,1,0,0,0,NA,NA,NA,NA,NA,NA,1,1,NA,NA,A45_0_6,43216.75,-0.3150180571776772
A45,0,A45_0,6,F,2,47104,NA,NA,NA,NA,0,Control,1,0,0,0,NA,NA,NA,NA,NA,NA,1,1,NA,NA,A45_0_6,43216.75,-0.12304253074755934
A45,0,A45_0,7,F,1,40646,1.21,1.4631,1.6128,2.60112384,1.138,Control,1,0,0,1,NA,NA,NA,NA,NA,1,14,0,0.04032,16,A45_0_7,43216.75,0.08761103059286317
A45,0,A45_0,7,F,2,42366,1.21,1.4631,1.6128,2.60112384,1.138,Control,1,0,0,1,NA,NA,NA,NA,NA,1,14,0,0.04032,16,A45_0_7,43216.75,0.028402854029792656
A45,0,A45_0,8,F,1,45691,1.152,1.3271,1.6128,2.60112384,1.274,Control,1,0,0,3,NA,NA,NA,NA,NA,1,14,0,0.04608,18,A45_0_8,43216.75,-0.07953312911403226
A45,0,A45_0,8,F,2,43073,1.152,1.3271,1.6128,2.60112384,1.274,Control,1,0,0,3,NA,NA,NA,NA,NA,1,14,0,0.04608,18,A45_0_8,43216.75,0.004759715558981499
A45,0,A45_0,9,F,1,44241,1.133,1.2832,1.5552,2.41864704,1.1354,Control,1,0,0,4,NA,NA,NA,NA,NA,1,14,0,0.04224,18,A45_0_9,43216.75,-0.03346258479113418
A45,0,A45_0,9,F,2,48333,1.133,1.2832,1.5552,2.41864704,1.1354,Control,1,0,0,4,NA,NA,NA,NA,NA,1,14,0,0.04224,18,A45_0_9,43216.75,-0.15983772227691379
A45,0,A45_0,10,F,1,43947,1.152,1.3271,NA,NA,NA,Control,1,0,0,3,NA,NA,NA,NA,NA,NA,13,1,NA,12,A45_0_10,43216.75,-0.023937444046604375
A45,0,A45_0,10,F,2,40339,1.152,1.3271,NA,NA,NA,Control,1,0,0,3,NA,NA,NA,NA,NA,NA,13,1,NA,12,A45_0_10,43216.75,0.0984420123647709
A45,0,A45_0,11,F,1,43480,1.133,1.2832,1.5744,2.47873536,1.1955,Control,1,0,0,4,NA,NA,NA,NA,NA,1,14,0,0.04416,18,A45_0_11,43216.75,-0.00867558667127017
A45,0,A45_0,11,F,2,43250,1.133,1.2832,1.5744,2.47873536,1.1955,Control,1,0,0,4,NA,NA,NA,NA,NA,1,14,0,0.04416,18,A45_0_11,43216.75,-0.0010986882782410244
A45,0,A45_0,12,F,1,44665,1.018,1.0355,1.6128,2.60112384,1.5656,Control,1,0,0,2,NA,NA,NA,NA,NA,2,14,0,0.059520000000000003,19,A45_0_12,43216.75,-0.04708863652954691
A45,0,A45_0,12,F,2,46386,1.018,1.0355,1.6128,2.60112384,1.5656,Control,1,0,0,2,NA,NA,NA,NA,NA,2,14,0,0.059520000000000003,19,A45_0_12,43216.75,-0.10109933997610444
A45,0,A45_0,14,F,1,46692,1.152,1.3271,1.6512,2.72646144,1.3994,Control,1,0,0,2,NA,NA,NA,NA,NA,2,14,0,0.04992,12,A45_0_14,43216.75,-0.11049241743899615
A45,0,A45_0,14,F,2,43730,1.152,1.3271,1.6512,2.72646144,1.3994,Control,1,0,0,2,NA,NA,NA,NA,NA,2,14,0,0.04992,12,A45_0_14,43216.75,-0.016866019773870915
A45,0,A45_0,15,F,1,46319,1.21,1.4631,1.6896,2.85474816,1.3916,Control,1,0,0,1,NA,NA,NA,NA,NA,2,14,0,0.048,19,A45_0_15,43216.75,-0.09903441786016594
A45,0,A45_0,15,F,2,46582,1.21,1.4631,1.6896,2.85474816,1.3916,Control,1,0,0,1,NA,NA,NA,NA,NA,2,14,0,0.048,19,A45_0_15,43216.75,-0.10712292690585162
A45,0,A45_0,16,F,1,42386,1.21,1.4631,1.6128,2.60112384,1.138,Control,1,0,0,2,NA,NA,NA,NA,NA,2,14,0,0.04032,18,A45_0_16,43216.75,0.02772861792676754
A45,0,A45_0,16,F,2,44500,1.21,1.4631,1.6128,2.60112384,1.138,Control,1,0,0,2,NA,NA,NA,NA,NA,2,14,0,0.04032,18,A45_0_16,43216.75,-0.0418014822701071
A45,0,A45_0,17,F,1,51013,1.171,1.3717,1.5936,2.53956096,1.1679,Control,1,0,0,2,NA,NA,NA,NA,NA,2,14,0,0.04224,16,A45_0_17,43216.75,-0.2369319294571507
A45,0,A45_0,17,F,2,51162,1.171,1.3717,1.5936,2.53956096,1.1679,Control,1,0,0,2,NA,NA,NA,NA,NA,2,14,0,0.04224,16,A45_0_17,43216.75,-0.24109845343549718
A45,0,A45_0,18,F,1,43429,1.21,1.4631,1.632,2.663424,1.2003,Control,1,0,0,1,NA,NA,NA,NA,NA,2,14,0,0.04224,19,A45_0_18,43216.75,-0.006998955914498388
A45,0,A45_0,18,F,2,46737,1.21,1.4631,1.632,2.663424,1.2003,Control,1,0,0,1,NA,NA,NA,NA,NA,2,14,0,0.04224,19,A45_0_18,43216.75,-0.11186855802183093
A45,0,A45_0,19,F,1,43528,1.19,1.4171,1.5936,2.53956096,1.1225,Control,1,0,0,5,NA,NA,NA,NA,NA,2,14,0,0.04032,18,A45_0_19,43216.75,-0.010251796572149509
A45,0,A45_0,19,F,2,43737,1.19,1.4171,1.5936,2.53956096,1.1225,Control,1,0,0,5,NA,NA,NA,NA,NA,2,14,0,0.04032,18,A45_0_19,43216.75,-0.01709467743953577
A45,0,A45_0,20,F,1,46461,1.152,1.3271,1.7088,2.91999744,1.5929,Control,1,0,0,0,NA,NA,NA,NA,NA,3,14,0,0.05568,NA,A45_0_20,43216.75,-0.10340728488432492
A45,0,A45_0,20,F,2,43966,1.152,1.3271,1.7088,2.91999744,1.5929,Control,1,0,0,0,NA,NA,NA,NA,NA,3,14,0,0.05568,NA,A45_0_20,43216.75,-0.024554937649722514
A45,0,A45_0,21,F,1,39745,1.344,1.8063,1.7088,2.91999744,1.1137,Control,1,0,0,1,NA,NA,NA,NA,NA,3,14,0,0.03648,12,A45_0_21,43216.75,0.11963443508291939
A45,0,A45_0,21,F,2,42628,1.344,1.8063,1.7088,2.91999744,1.1137,Control,1,0,0,1,NA,NA,NA,NA,NA,3,14,0,0.03648,12,A45_0_21,43216.75,0.019595481749156866
A45,0,A45_0,22,F,1,42429,1.248,1.5575,1.6128,2.60112384,1.0436,Control,1,0,0,1,NA,NA,NA,NA,NA,3,14,0,0.03648,18,A45_0_22,43216.75,0.026280086966638742
A45,0,A45_0,22,F,2,42526,1.248,1.5575,1.6128,2.60112384,1.0436,Control,1,0,0,1,NA,NA,NA,NA,NA,3,14,0,0.03648,18,A45_0_22,43216.75,0.023017854283728434
A45,0,A45_0,23,F,1,47839,1.248,1.5575,1.6128,2.60112384,1.0436,Control,1,0,0,2,NA,NA,NA,NA,NA,3,14,0,0.03648,19,A45_0_23,43216.75,-0.14516150690107485
A45,0,A45_0,23,F,2,44489,1.248,1.5575,1.6128,2.60112384,1.0436,Control,1,0,0,2,NA,NA,NA,NA,NA,3,14,0,0.03648,19,A45_0_23,43216.75,-0.041448308601579005
A45,0,A45_0,24,F,1,44824,1.248,1.5575,1.632,2.663424,1.1059,Control,1,0,0,5,NA,NA,NA,NA,NA,3,14,0,0.0384,18,A45_0_24,43216.75,-0.05216508382837694
A45,0,A45_0,24,F,2,45293,1.248,1.5575,1.632,2.663424,1.1059,Control,1,0,0,5,NA,NA,NA,NA,NA,3,14,0,0.0384,18,A45_0_24,43216.75,-0.0670347765418254
A45,0,A45_0,25,F,1,39781,1.19,1.4171,1.6512,2.72646144,1.3094,Control,1,0,0,2,NA,NA,NA,NA,NA,3,14,0,0.04608,19,A45_0_25,43216.75,0.11834105744688839
A45,0,A45_0,25,F,2,36844,1.19,1.4171,1.6512,2.72646144,1.3094,Control,1,0,0,2,NA,NA,NA,NA,NA,3,14,0,0.04608,19,A45_0_25,43216.75,0.2279076692244721
A45,0,A45_0,26,F,1,46914,1.152,1.3271,1.5168,2.30068224,0.9736,Control,1,0,0,0,NA,NA,NA,NA,NA,3,14,0,0.03648,NA,A45_0_26,43216.75,-0.11726855255330347
A45,0,A45_0,26,F,2,47930,1.152,1.3271,1.5168,2.30068224,0.9736,Control,1,0,0,0,NA,NA,NA,NA,NA,3,14,0,0.03648,NA,A45_0_26,43216.75,-0.14787637369774337
A45,0,A45_0,27,F,1,40132,1.306,1.7046,NA,NA,NA,Control,1,0,0,3,NA,NA,NA,NA,NA,NA,14,1,NA,12,A45_0_27,43216.75,0.10579161502821875
A45,0,A45_0,27,F,2,41367,1.306,1.7046,NA,NA,NA,Control,1,0,0,3,NA,NA,NA,NA,NA,NA,14,1,NA,12,A45_0_27,43216.75,0.062492414364865384
A45,0,A45_0,28,F,1,38142,1.248,1.5575,1.7664,3.12016896,1.5627,Control,1,0,0,1,NA,NA,NA,NA,NA,NA,14,0,0.05184,12,A45_0_28,43216.75,0.1784458777154184
A45,0,A45_0,28,F,2,45025,1.248,1.5575,1.7664,3.12016896,1.5627,Control,1,0,0,1,NA,NA,NA,NA,NA,NA,14,0,0.05184,12,A45_0_28,43216.75,-0.05855677068414317
A45,0,A45_0,29,F,1,45609,1.19,1.4171,1.632,2.663424,1.2464,Control,1,0,0,4,NA,NA,NA,NA,NA,NA,14,0,0.04416,12,A45_0_29,43216.75,-0.07696701983384156
A45,0,A45_0,29,F,2,44504,1.19,1.4171,1.632,2.663424,1.2464,Control,1,0,0,4,NA,NA,NA,NA,NA,NA,14,0,0.04416,12,A45_0_29,43216.75,-0.041929887414103646
A45,0,A45_0,30,F,1,46284,1.248,1.5575,1.5936,2.53956096,0.9821,Control,1,0,0,3,NA,NA,NA,NA,NA,NA,14,0,0.03456,14,A45_0_30,43216.75,-0.09795453918710213
A45,0,A45_0,30,F,2,46612,1.248,1.5575,1.5936,2.53956096,0.9821,Control,1,0,0,3,NA,NA,NA,NA,NA,NA,14,0,0.03456,14,A45_0_30,43216.75,-0.10804266732556761
A45,150,A45_150,1,F,1,42892,1.114,1.2401,1.6128,2.60112384,1.361,Infected,0,1,55.11403821,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,A45_150_1,46564.4,0.11735853188355727
A45,150,A45_150,1,F,2,40195,1.114,1.2401,1.6128,2.60112384,1.361,Infected,0,1,55.11403821,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,A45_150_1,46564.4,0.21013384413780745
A45,150,A45_150,2,F,1,38512,1.286,1.6548,1.6128,2.60112384,0.9463,Exposed,1,0,0,6,NA,NA,NA,NA,NA,3,14,0,0.03264,9,A45_150_2,46564.4,0.2712377423366762
A45,150,A45_150,2,F,2,40451,1.286,1.6548,1.6128,2.60112384,0.9463,Exposed,1,0,0,6,NA,NA,NA,NA,NA,3,14,0,0.03264,9,A45_150_2,46564.4,0.20106419371229514
A45,150,A45_150,3,F,1,38347,1.248,1.5575,1.632,2.663424,1.1059,Infected,0,1,44.13744271,4,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,A45_150_3,46564.4,0.2773714325441318
A45,150,A45_150,3,F,2,42246,1.248,1.5575,1.632,2.663424,1.1059,Infected,0,1,44.13744271,4,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,A45_150_3,46564.4,0.13903803701619738
A45,150,A45_150,4,F,1,46903,1.133,1.2832,1.5936,2.53956096,1.2563,Infected,0,1,0,2,NA,NA,NA,NA,NA,1,14,0,0.04608,17,A45_150_4,46564.4,-0.010350483735679558
A45,150,A45_150,4,F,2,48685,1.133,1.2832,1.5936,2.53956096,1.2563,Infected,0,1,0,2,NA,NA,NA,NA,NA,1,14,0,0.04608,17,A45_150_4,46564.4,-0.06362096250618587
A45,150,A45_150,5,F,1,46214,1.248,1.5575,1.632,2.663424,1.1059,Exposed,0,0,0,2,NA,NA,NA,NA,NA,3,14,0,0.0384,19,A45_150_5,46564.4,0.010790740271535574
A45,150,A45_150,5,F,2,50247,1.248,1.5575,1.632,2.663424,1.1059,Exposed,0,0,0,2,NA,NA,NA,NA,NA,3,14,0,0.0384,19,A45_150_5,46564.4,-0.10873506141150485
A45,150,A45_150,6,F,1,50519,1.133,1.2832,1.536,2.359296,1.0761,Infected,0,0,0,5,NA,NA,NA,NA,NA,1,14,0,0.04032,18,A45_150_6,46564.4,-0.11644743209865721
A45,150,A45_150,6,F,2,49693,1.133,1.2832,1.536,2.359296,1.0761,Infected,0,0,0,5,NA,NA,NA,NA,NA,1,14,0,0.04032,18,A45_150_6,46564.4,-0.09289682490881819
A45,150,A45_150,7,F,1,44836,1.344,1.8063,1.632,2.663424,0.8571,Infected,0,0,0,3,NA,NA,NA,NA,NA,1,14,0,0.0288,7,A45_150_7,46564.4,0.054035589310771986
A45,150,A45_150,7,F,2,46589,1.344,1.8063,1.632,2.663424,0.8571,Infected,0,0,0,3,NA,NA,NA,NA,NA,1,14,0,0.0288,7,A45_150_7,46564.4,-7.545158407485963e-4
A45,150,A45_150,8,F,1,42143,1.21,1.4631,1.632,2.663424,1.2003,Infected,0,0,0,4,NA,NA,NA,NA,NA,1,14,0,0.04224,12,A45_150_8,46564.4,0.1425252908101713
A45,150,A45_150,8,F,2,44970,1.21,1.4631,1.632,2.663424,1.2003,Infected,0,0,0,4,NA,NA,NA,NA,NA,1,14,0,0.04224,12,A45_150_8,46564.4,0.049772428419676266
A45,150,A45_150,9,F,1,47105,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,3,1,NA,NA,A45_150_9,46564.4,-0.016489788320345308
A45,150,A45_150,9,F,2,48432,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,3,1,NA,NA,A45_150_9,46564.4,-0.0561777880042478
A45,150,A45_150,10,F,1,42952,1.306,1.7046,1.6512,2.72646144,1.0219,Infected,0,1,57.62874782,6,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,A45_150_10,46564.4,0.11536155365160149
A45,150,A45_150,10,F,2,41525,1.306,1.7046,1.6512,2.72646144,1.0219,Infected,0,1,57.62874782,6,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,A45_150_10,46564.4,0.1636294931100439
A45,150,A45_150,11,F,1,33718,1.344,1.8063,1.632,2.663424,0.8571,Infected,0,1,82.40686174,6,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,A45_150_11,46564.4,0.46114925897539993
A45,150,A45_150,11,F,2,39662,1.344,1.8063,1.632,2.663424,0.8571,Infected,0,1,82.40686174,6,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,A45_150_11,46564.4,0.22920392887535887
A45,150,A45_150,12,F,1,43400,1.267,1.6058,1.632,2.663424,1.0576,Exposed,1,0,0,6,NA,NA,NA,NA,NA,NA,14,0,0.03648,11,A45_150_12,46564.4,0.10053837081432897
A45,150,A45_150,12,F,2,42983,1.267,1.6058,1.632,2.663424,1.0576,Exposed,1,0,0,6,NA,NA,NA,NA,NA,NA,14,0,0.03648,11,A45_150_12,46564.4,0.11433087427284536
A45,150,A45_150,13,F,1,46847,1.21,1.4631,1.6704,2.79023616,1.3271,Exposed,1,0,0,3,NA,NA,NA,NA,NA,NA,14,0,0.04608,18,A45_150_13,46564.4,-0.008643816866029302
A45,150,A45_150,13,F,2,45090,1.21,1.4631,1.6704,2.79023616,1.3271,Exposed,1,0,0,3,NA,NA,NA,NA,NA,NA,14,0,0.04608,18,A45_150_13,46564.4,0.045965440347709316
A45,150,A45_150,14,F,1,42088,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,2,1,NA,7,A45_150_14,46564.4,0.1443909089255475
A45,150,A45_150,14,F,2,43708,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,2,1,NA,7,A45_150_14,46564.4,0.09043592709698645
A45,150,A45_150,15,F,1,49373,1.306,1.7046,1.632,2.663424,0.9588,Infected,0,1,56.95610217,8,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,A45_150_15,46564.4,-0.08366773627911309
A45,150,A45_150,15,F,2,48253,1.306,1.7046,1.632,2.663424,0.9588,Infected,0,1,56.95610217,8,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,A45_150_15,46564.4,-0.05088814477364428
A45,150,A45_150,16,F,1,37978,1.286,1.6548,1.5744,2.47873536,0.8239,Exposed,1,0,0,5,NA,NA,NA,NA,NA,2,14,0,0.0288,9,A45_150_16,46564.4,0.2911846513902349
A45,150,A45_150,16,F,2,42631,1.286,1.6548,1.5744,2.47873536,0.8239,Exposed,1,0,0,5,NA,NA,NA,NA,NA,2,14,0,0.0288,9,A45_150_16,46564.4,0.1260780178792448
A45,150,A45_150,17,F,1,49536,1.056,1.1151,1.632,2.663424,1.5483,Infected,0,1,80.24827521,3,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,A45_150_17,46564.4,-0.08837625327267504
A45,150,A45_150,17,F,2,47429,1.056,1.1151,1.632,2.663424,1.5483,Infected,0,1,80.24827521,3,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,A45_150_17,46564.4,-0.02628222184076924
A45,150,A45_150,18,F,1,49889,1.171,1.3717,1.632,2.663424,1.2917,Exposed,1,0,0,1,NA,NA,NA,NA,NA,2,14,0,0.04608,19,A45_150_18,46564.4,-0.09852033842665374
A45,150,A45_150,18,F,2,56013,1.171,1.3717,1.632,2.663424,1.2917,Exposed,1,0,0,1,NA,NA,NA,NA,NA,2,14,0,0.04608,19,A45_150_18,46564.4,-0.2639250085355986
A45,150,A45_150,19,F,1,47477,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,1,NA,NA,A45_150_19,46564.4,-0.027727260814452884
